import time: self [us] | cumulative | imported package
import time:      1870 |       1870 |                                       sympy.matrices.expressions.adjoint
import time:      1910 |       1910 |                                       sympy.matrices.expressions.hadamard
import time:      3498 |       3498 |                                       sympy.matrices.expressions.diagonal
import time:       955 |        955 |                                       sympy.matrices.expressions.dotproduct
import time:      1525 |       1525 |                                       sympy.matrices.expressions.kronecker
import time:      1120 |       1120 |                                       sympy.matrices.expressions.sets
import time:      7381 |      67004 |                                     sympy.matrices.expressions
import time:      4527 |      71531 |                                   sympy.matrices.immutable
import time:      6407 |     174606 |                                 sympy.matrices
import time:      1432 |     176037 |                               sympy.polys.partfrac
import time:      2607 |       2607 |                               sympy.polys.fields
import time:      8695 |     745896 |                             sympy.polys
import time:      2175 |       2175 |                               sympy.series.order
import time:      1000 |       1000 |                                     sympy.calculus.euler
import time:       963 |        963 |                                     sympy.calculus.singularities
import time:       935 |        935 |                                     sympy.calculus.finite_diff
import time:      3389 |       3389 |                                       sympy.calculus.accumulationbounds
import time:      2710 |       6098 |                                     sympy.calculus.util
import time:      3412 |      12406 |                                   sympy.calculus
import time:       145 |      12551 |                                 sympy.calculus.accumulationbounds
import time:      1595 |       1595 |                                 sympy.series.gruntz
import time:      2135 |      16280 |                               sympy.series.limits
import time:       541 |        541 |                               sympy.series.series
import time:       883 |        883 |                               sympy.series.approximants
import time:       575 |        575 |                               sympy.series.residues
import time:      3648 |       3648 |                               sympy.series.sequences
import time:       935 |        935 |                                 sympy.series.series_class
import time:      2303 |       3238 |                               sympy.series.fourier
import time:      2127 |       2127 |                                     sympy.discrete.transforms
import time:      1237 |       1237 |                                     sympy.discrete.convolutions
import time:      3180 |       6543 |                                   sympy.discrete
import time:       204 |       6747 |                                 sympy.discrete.convolutions
import time:      6124 |      12870 |                               sympy.series.formal
import time:      1285 |       1285 |                               sympy.series.limitseq
import time:      8652 |      50143 |                             sympy.series
import time:      1880 |       1880 |                                   sympy.concrete.expr_with_limits
import time:      2099 |       3979 |                                 sympy.concrete.expr_with_intlimits
import time:      1183 |       1183 |                                   sympy.concrete.gosper
import time:       925 |        925 |                                         sympy.integrals.rationaltools
import time:      2478 |       2478 |                                         sympy.integrals.deltafunctions
import time:      2731 |       2731 |                                         sympy.integrals.meijerint
import time:       903 |        903 |                                         sympy.integrals.trigonometry
import time:      5640 |      12675 |                                       sympy.integrals.integrals
import time:       354 |        354 |                                               sympy.polys.domainmatrix
import time:      1193 |       1547 |                                             sympy.polys.solvers
import time:      1288 |       2834 |                                           sympy.polys.matrices.linsolve
import time:      6662 |       9495 |                                         sympy.integrals.laplace
import time:      6884 |      16379 |                                       sympy.integrals.transforms
import time:       605 |        605 |                                       sympy.integrals.singularityfunctions
import time:      1238 |      30895 |                                     sympy.integrals
import time:       153 |      31047 |                                   sympy.integrals.integrals
import time:      4129 |      36358 |                                 sympy.concrete.summations
import time:      4156 |      44491 |                               sympy.concrete.products
import time:      1695 |      46186 |                             sympy.concrete
import time:      1592 |       1592 |                                   sympy.simplify.gammasimp
import time:      1512 |       3103 |                                 sympy.simplify.combsimp
import time:       712 |        712 |                                 sympy.simplify.cse_opts
import time:      1117 |       1117 |                                   sympy.simplify.powsimp
import time:      4915 |       6031 |                                 sympy.simplify.hyperexpand
import time:      1686 |       1686 |                                   sympy.simplify.sqrtdenest
import time:      3227 |       4913 |                                 sympy.simplify.radsimp
import time:      1660 |       1660 |                                   sympy.simplify.cse_main
import time:       768 |        768 |                                   sympy.strategies.tree
import time:      3432 |       5860 |                                 sympy.simplify.trigsimp
import time:      8545 |      29162 |                               sympy.simplify.simplify
import time:      4024 |       4024 |                               sympy.simplify.fu
import time:      1419 |       1419 |                               sympy.simplify.epathtools
import time:       797 |        797 |                               sympy.simplify.ratsimp
import time:      5980 |      41379 |                             sympy.simplify
import time:      1518 |       1518 |                                 sympy.solvers.polysys
import time:      3382 |       3382 |                                 sympy.solvers.bivariate
import time:      5564 |      10462 |                               sympy.solvers.solvers
import time:      3039 |       3039 |                                     sympy.solvers.solveset
import time:      6594 |       9632 |                                   sympy.solvers.diophantine.diophantine
import time:      3374 |      13006 |                                 sympy.solvers.diophantine
import time:       162 |      13168 |                               sympy.solvers.diophantine.diophantine
import time:      1653 |       1653 |                               sympy.solvers.recurr
import time:      1071 |       1071 |                                   sympy.solvers.deutils
import time:      1252 |       1252 |                                     sympy.solvers.ode.riccati
import time:      3318 |       3318 |                                     sympy.solvers.ode.hypergeometric
import time:      1108 |       1108 |                                       sympy.solvers.ode.subscheck
import time:      2404 |       3512 |                                     sympy.solvers.ode.nonhomogeneous
import time:      1309 |       1309 |                                       sympy.solvers.pde
import time:      2587 |       3896 |                                     sympy.solvers.ode.lie_group
import time:      7312 |      19288 |                                   sympy.solvers.ode.single
import time:     17892 |      38249 |                                 sympy.solvers.ode.ode
import time:      2291 |       2291 |                                 sympy.solvers.ode.systems
import time:      2464 |      43004 |                               sympy.solvers.ode
import time:      1451 |       1451 |                               sympy.solvers.inequalities
import time:       684 |        684 |                               sympy.solvers.decompogen
import time:      1158 |       1158 |                               sympy.solvers.simplex
import time:      4726 |      76303 |                             sympy.solvers
import time:       679 |        679 |                                 sympy.geometry.exceptions
import time:     15001 |      15001 |                                   sympy.sets.handlers.intersection
import time:      7416 |       7416 |                                   sympy.sets.handlers.union
import time:      9398 |      31815 |                                 sympy.geometry.entity
import time:      4413 |      36905 |                               sympy.geometry.point
import time:      2122 |       2122 |                                 sympy.geometry.util
import time:      7811 |       9933 |                               sympy.geometry.line
import time:      1850 |       1850 |                               sympy.geometry.plane
import time:      4455 |       4455 |                                 sympy.geometry.polygon
import time:      4305 |       8760 |                               sympy.geometry.ellipse
import time:      1667 |       1667 |                               sympy.geometry.curve
import time:      1427 |       1427 |                               sympy.geometry.parabola
import time:      6825 |      67364 |                             sympy.geometry
import time:      3984 |       3984 |                               sympy.parsing.sympy_parser
import time:      1900 |       5884 |                             sympy.parsing
import time:      2457 |       2457 |                               sympy.algebras.quaternion
import time:      1958 |       4415 |                             sympy.algebras
import time:       663 |        663 |                                   sympy.plotting.backends
import time:      1120 |       1120 |                                     sympy.plotting.utils
import time:       813 |        813 |                                         sympy.plotting.intervalmath.interval_membership
import time:      1811 |       2623 |                                       sympy.plotting.intervalmath.interval_arithmetic
import time:      1090 |       1090 |                                       sympy.plotting.intervalmath.lib_interval
import time:      2110 |       5823 |                                     sympy.plotting.intervalmath
import time:      5716 |      12657 |                                   sympy.plotting.series
import time:      3192 |      16511 |                                 sympy.plotting.backends.base_backend
import time:      1659 |       1659 |                                   sympy.plotting.backends.matplotlibbackend.matplotlib
import time:      1419 |       3078 |                                 sympy.plotting.backends.matplotlibbackend
import time:       634 |        634 |                                     sympy.plotting.textplot
import time:      1313 |       1946 |                                   sympy.plotting.backends.textbackend.text
import time:      1442 |       3388 |                                 sympy.plotting.backends.textbackend
import time:       840 |        840 |                                 sympy.plotting.plotgrid
import time:      4222 |      28037 |                               sympy.plotting.plot
import time:       889 |        889 |                               sympy.plotting.plot_implicit
import time:       618 |        618 |                               sympy.plotting.pygletplot
import time:      2974 |      32517 |                             sympy.plotting
import time:      1477 |       1477 |                               sympy.interactive.printing
import time:      1593 |       1593 |                               sympy.interactive.session
import time:       617 |        617 |                               sympy.interactive.traversal
import time:      2452 |       6137 |                             sympy.interactive
import time:      9166 |    1401493 |                           sympy
import time:      5024 |       5024 |                           torch.fx.experimental.recording
import time:       580 |        580 |                             torch.utils._sympy
import time:      2179 |       2179 |                             torch.utils._sympy.numbers
import time:     15428 |      18186 |                           torch.utils._sympy.functions
import time:      3041 |       3041 |                           torch.utils._sympy.printers
import time:      3063 |       3063 |                           torch.utils._sympy.singleton_int
import time:      1084 |       1084 |                           torch.utils._sympy.solve
import time:      1429 |       1429 |                           torch.utils._sympy.symbol
import time:       840 |        840 |                             torch.utils._sympy.interp
import time:      5301 |       6141 |                           torch.utils._sympy.value_ranges
import time:      1192 |       1192 |                           torch.fx.experimental._size_hinting
import time:     59080 |    1499729 |                         torch.fx.experimental.symbolic_shapes
import time:      1871 |       1871 |                         torch._dynamo.metrics_context
import time:      1651 |       1651 |                         torch.utils._triton
import time:       890 |        890 |                         torch._dynamo.graph_utils
import time:       850 |        850 |                               torch._numpy._casting_dicts
import time:      1275 |       2125 |                             torch._numpy._dtypes_impl
import time:       817 |        817 |                             torch._numpy._util
import time:      1412 |       1412 |                               torch._numpy._dtypes
import time:       750 |       2161 |                             torch._numpy._normalizations
import time:      2032 |       7133 |                           torch._numpy.fft
import time:      1582 |       1582 |                           torch._numpy.linalg
import time:       771 |        771 |                           torch._numpy.random
import time:      3013 |       3013 |                             torch._numpy._funcs_impl
import time:       977 |        977 |                             torch._numpy._reductions_impl
import time:      2789 |       6777 |                           torch._numpy._funcs
import time:       821 |        821 |                           torch._numpy._getlimits
import time:       872 |        872 |                               torch._numpy._binary_ufuncs_impl
import time:       658 |        658 |                               torch._numpy._unary_ufuncs_impl
import time:      3913 |       5441 |                             torch._numpy._ufuncs
import time:      2822 |       8262 |                           torch._numpy._ndarray
import time:      4981 |      30325 |                         torch._numpy
import time:      1242 |       1242 |                           numpy.fft._helper
import time:      2046 |       2046 |                             numpy.fft._pocketfft_umath
import time:      2591 |       4636 |                           numpy.fft._pocketfft
import time:       690 |        690 |                           numpy.fft.helper
import time:      2830 |       9397 |                         numpy.fft
import time:      1775 |       1775 |                               numpy.random._common
import time:      1917 |       3691 |                             numpy.random.bit_generator
import time:      1228 |       4919 |                           numpy.random._bounded_integers
import time:      1305 |       1305 |                               numpy.random._pcg64
import time:      1004 |       1004 |                               numpy.random._mt19937
import time:      4793 |       7102 |                             numpy.random._generator
import time:      1394 |       1394 |                             numpy.random._philox
import time:      2290 |       2290 |                             numpy.random._sfc64
import time:      6670 |       6670 |                             numpy.random.mtrand
import time:      1180 |      18634 |                           numpy.random._pickle
import time:      1605 |      25156 |                         numpy.random
import time:       225 |        225 |                                   triton._C
import time:    168675 |     168900 |                                 triton._C.libtriton
import time:      8771 |     177670 |                               triton.knobs
import time:       977 |        977 |                                   triton.backends.driver
import time:      3310 |       3310 |                                   triton.backends.compiler
import time:       978 |        978 |                                   triton.runtime._allocation
import time:      1553 |       1553 |                                     triton.runtime.cache
import time:      1524 |       3077 |                                   triton.runtime.build
import time:       420 |        420 |                                     triton.errors
import time:      1116 |       1535 |                                   triton.runtime.errors
import time:     81577 |      91452 |                                 triton.backends
import time:       905 |        905 |                                 triton.runtime.driver
import time:      1553 |       1553 |                                 triton.runtime._async_compile
import time:       814 |        814 |                                 triton._utils
import time:      6521 |     101242 |                               triton.runtime.jit
import time:      3219 |     282131 |                             triton.runtime.autotuner
import time:      2211 |     284341 |                           triton.runtime
import time:       510 |        510 |                                 triton.tools
import time:      1636 |       2146 |                               triton.tools.disasm
import time:      2636 |       4781 |                             triton.compiler.compiler
import time:       930 |        930 |                             triton.compiler.errors
import time:      2046 |       7756 |                           triton.compiler
import time:     18071 |      18071 |                               triton.language.core
import time:      4270 |      22341 |                             triton.language.math
import time:      8085 |       8085 |                                 triton.language.extra.cuda.libdevice
import time:      1148 |       1148 |                                 triton.language.extra.cuda.utils
import time:       644 |        644 |                                 triton.language.extra.cuda.gdc
import time:      1740 |      11615 |                               triton.language.extra.cuda
import time:      3143 |       3143 |                                 triton.language.extra.hip.libdevice
import time:       729 |        729 |                                 triton.language.extra.hip.utils
import time:      1228 |       5100 |                               triton.language.extra.hip
import time:      2632 |      19346 |                             triton.language.extra
import time:     23977 |      23977 |                             triton.language.standard
import time:      7664 |       7664 |                             triton.language.random
import time:      1930 |       1930 |                             triton.language.target_info
import time:      4296 |      79552 |                           triton.language
import time:       154 |        154 |                               _statistics
import time:      2650 |       2803 |                             statistics
import time:      3022 |       5825 |                           triton.testing
import time:      3234 |     380706 |                         triton
import time:     26187 |    1990133 |                       torch._dynamo.utils
import time:      6652 |    1996784 |                     torch._dynamo.exc
import time:      1360 |       1360 |                     torch.utils._functools
import time:       557 |        557 |                     torch._dynamo.graph_break_hints
import time:       619 |        619 |                     torch._dynamo.logging
import time:       940 |        940 |                             torch._dynamo.aot_compile_types
import time:      2652 |       2652 |                               ctypes.wintypes
import time:      1272 |       1272 |                                 torch._inductor.custom_graph_pass
import time:     33154 |      34426 |                               torch._inductor.config
import time:      2168 |       2168 |                               torch._inductor.exc
import time:       627 |        627 |                                     torch._inductor.analysis
import time:      3237 |       3864 |                                   torch._inductor.analysis.device_info
import time:       625 |        625 |                                     torch._inductor.runtime
import time:      4593 |       5218 |                                   torch._inductor.runtime.hints
import time:       668 |        668 |                                     torch.utils._pallas
import time:      4301 |       4968 |                                   torch._dynamo.device_interface
import time:      1816 |       1816 |                                   torch.fx.passes.graph_transform_observer
import time:       587 |        587 |                                     torch._inductor.runtime.cache_dir_utils
import time:       243 |        243 |                                     colorama
import time:      2370 |       3198 |                                   torch._inductor.runtime.runtime_utils
import time:     21607 |      40668 |                                 torch._inductor.utils
import time:     13567 |      54235 |                               torch._inductor.cpu_vec_isa
import time:      6756 |     100236 |                             torch._inductor.cpp_builder
import time:     14669 |      14669 |                             torch._inductor.cudagraph_utils
import time:      5042 |     120885 |                           torch._inductor.standalone_compile
import time:      4126 |     125011 |                         torch._inductor
import time:      1593 |     126603 |                       torch._inductor.test_operators
import time:      4298 |       4298 |                           torch._dynamo.bytecode_analysis
import time:      7911 |      12209 |                         torch._dynamo.bytecode_transformation
import time:      7773 |      19982 |                       torch._dynamo.resume_execution
import time:      1369 |       1369 |                           torch._dynamo.current_scope_id
import time:       930 |        930 |                             torch.utils._device
import time:    337375 |     337375 |                             torch._dynamo.source
import time:      7340 |       7340 |                               torch._dynamo.types
import time:       689 |        689 |                               torch.fx.experimental._dynamism
import time:      1479 |       1479 |                               torch._dynamo.external_utils
import time:       845 |        845 |                                 torch._dynamo.backends
import time:      1780 |       2624 |                               torch._dynamo.backends.registry
import time:      1086 |       1086 |                               torch._dynamo.code_context
import time:      2814 |       2814 |                               torch._dynamo.hooks
import time:      1269 |       1269 |                               torch._dynamo.mutation_guard
import time:     12235 |      29533 |                             torch._dynamo.eval_frame
import time:    122463 |     490300 |                           torch._dynamo.guards
import time:       837 |        837 |                             torch._dynamo.graph_bytecode_inputs
import time:      1263 |       1263 |                                     torch.nn.utils._expanded_weights.expanded_weights_impl
import time:      1592 |       2854 |                                   torch.nn.utils._expanded_weights.expanded_weights_utils
import time:      1692 |       4546 |                                 torch.nn.utils._expanded_weights.conv_utils
import time:      3478 |       8023 |                               torch.nn.utils._expanded_weights.conv_expanded_weights
import time:      1115 |       1115 |                               torch.nn.utils._expanded_weights.embedding_expanded_weights
import time:      1233 |       1233 |                               torch.nn.utils._expanded_weights.group_norm_expanded_weights
import time:      1122 |       1122 |                               torch.nn.utils._expanded_weights.instance_norm_expanded_weights
import time:      1152 |       1152 |                               torch.nn.utils._expanded_weights.layer_norm_expanded_weights
import time:      1188 |       1188 |                               torch.nn.utils._expanded_weights.linear_expanded_weights
import time:      4399 |      18230 |                             torch.nn.utils._expanded_weights
import time:      9074 |       9074 |                             torch._dynamo.replay_record
import time:      9446 |       9446 |                             torch._dynamo.pgo
import time:      1515 |       1515 |                                   torch._dynamo.polyfills
import time:      1519 |       1519 |                                   torch._dynamo.variables.constant
import time:      1286 |       1286 |                                       torch._dynamo.create_parameter_op
import time:      1380 |       1380 |                                         torch._dynamo.variables.hashable
import time:      2632 |       2632 |                                         torch._dynamo.variables.sets
import time:      6910 |      10921 |                                       torch._dynamo.variables.dicts
import time:      1185 |       1185 |                                       torch.utils._cxx_pytree
import time:     11571 |      24962 |                                     torch._dynamo.variables.user_defined
import time:       501 |        501 |                                             torch.distributed._composable_state
import time:       423 |        423 |                                               torch.distributed.algorithms._checkpoint
import time:      1835 |       2257 |                                             torch.distributed.algorithms._checkpoint.checkpoint_wrapper
import time:     12434 |      12434 |                                             torch.distributed.fsdp.api
import time:      4437 |      19627 |                                           torch.distributed.fsdp._common_utils
import time:       725 |        725 |                                             torch.testing._internal.distributed
import time:      1143 |       1868 |                                           torch.testing._internal.distributed.fake_pg
import time:       346 |        346 |                                                         torch.distributed._shard.common_op_utils
import time:       856 |       1201 |                                                       torch.distributed._shard.op_registry_utils
import time:      1450 |       1450 |                                                           torch.distributed._shard.metadata
import time:      3314 |       3314 |                                                             torch.distributed._shard.sharded_tensor.metadata
import time:       964 |        964 |                                                             torch.distributed._shard.sharding_spec._internals
import time:      3936 |       8214 |                                                           torch.distributed._shard.sharding_spec.api
import time:       724 |        724 |                                                             torch.distributed._shard._utils
import time:      2225 |       2225 |                                                             torch.distributed._shard.sharded_tensor.shard
import time:      1505 |       1505 |                                                             torch.distributed._shard.sharded_tensor.utils
import time:      5127 |       9578 |                                                           torch.distributed._shard.sharding_spec.chunk_sharding_spec
import time:      2119 |      21360 |                                                         torch.distributed._shard.sharding_spec
import time:      2164 |       2164 |                                                               torch.distributed.nn.functional
import time:       653 |        653 |                                                                 torch.distributed.nn.api
import time:       496 |        496 |                                                                 torch.distributed.nn.jit
import time:       346 |        346 |                                                                     torch.distributed.nn.jit.templates
import time:       432 |        777 |                                                                   torch.distributed.nn.jit.templates.remote_module_template
import time:      1359 |       2136 |                                                                 torch.distributed.nn.jit.instantiator
import time:      4784 |       8068 |                                                               torch.distributed.nn.api.remote_module
import time:      2143 |      12373 |                                                             torch.distributed.nn
import time:        64 |      12437 |                                                           torch.distributed.nn.functional
import time:       915 |      13351 |                                                         torch.distributed._shard.sharded_tensor.reshard
import time:      3894 |      38605 |                                                       torch.distributed._shard.sharded_tensor.api
import time:      1203 |       1203 |                                                         torch.distributed._shard.sharded_tensor._ops.misc_ops
import time:       531 |        531 |                                                           torch.distributed._shard.sharded_tensor._ops._common
import time:      1970 |       2500 |                                                         torch.distributed._shard.sharded_tensor._ops.tensor_ops
import time:       420 |        420 |                                                           torch.distributed._shard.sharding_spec.chunk_sharding_spec_ops
import time:       654 |        654 |                                                           torch.distributed._shard.sharding_spec.chunk_sharding_spec_ops._common
import time:      1802 |       2875 |                                                         torch.distributed._shard.sharding_spec.chunk_sharding_spec_ops.embedding
import time:       926 |        926 |                                                         torch.distributed._shard.sharding_spec.chunk_sharding_spec_ops.embedding_bag
import time:      1084 |       1084 |                                                         torch.distributed._shard.sharded_tensor._ops.binary_cmp
import time:      1512 |       1512 |                                                         torch.distributed._shard.sharded_tensor._ops.init
import time:      3104 |      13202 |                                                       torch.distributed._shard.sharded_tensor._ops
import time:      2553 |      55560 |                                                     torch.distributed._shard.sharded_tensor
import time:       646 |        646 |                                                     torch.distributed._shard.sharder
import time:      2416 |       2416 |                                                       torch.distributed._shard.sharding_plan.api
import time:       937 |       3353 |                                                     torch.distributed._shard.sharding_plan
import time:      1611 |      61168 |                                                   torch.distributed._shard.api
import time:      1148 |      62315 |                                                 torch.distributed._shard
import time:        98 |      62413 |                                               torch.distributed._shard.sharded_tensor
import time:        71 |      62483 |                                             torch.distributed._shard.sharded_tensor.api
import time:       739 |        739 |                                                           torch.distributed._functional_collectives_impl
import time:       974 |        974 |                                                           torch.utils._cxx_pytree
import time:    132662 |     134374 |                                                         torch.distributed._functional_collectives
import time:      2185 |       2185 |                                                           torch.distributed._local_tensor._c10d
import time:      6781 |       8965 |                                                         torch.distributed._local_tensor
import time:      9980 |       9980 |                                                         torch.distributed.tensor._collective_utils
import time:      1895 |       1895 |                                                         torch.distributed.tensor._ops._mask_buffer
import time:      6648 |     161859 |                                                       torch.distributed.tensor.placement_types
import time:      7009 |     168867 |                                                     torch.distributed.tensor._dtensor_spec
import time:      1135 |       1135 |                                                       torch.utils._cxx_pytree
import time:      7360 |       8494 |                                                     torch.distributed.tensor._op_schema
import time:       472 |        472 |                                                       torch.distributed.tensor.device_mesh
import time:      6203 |       6675 |                                                     torch.distributed.tensor._ops.single_dim_strategy
import time:      1556 |       1556 |                                                           torch.distributed.tensor._random
import time:      1212 |       1212 |                                                             torch.distributed.tensor._utils
import time:      1808 |       3019 |                                                           torch.distributed.tensor._nonlinear_redux
import time:      8616 |       8616 |                                                           torch.distributed.tensor._redistribute
import time:      1401 |       1401 |                                                             torch.distributed.tensor._decompositions
import time:      2757 |       4158 |                                                           torch.distributed.tensor._sharding_prop
import time:       861 |        861 |                                                           torch.distributed.tensor._tp_conv
import time:      1066 |       1066 |                                                           torch.utils._cxx_pytree
import time:     16327 |      35600 |                                                         torch.distributed.tensor._dispatch
import time:      3798 |      39398 |                                                       torch.distributed.tensor._api
import time:      3267 |      42664 |                                                     torch.distributed.tensor._ops.utils
import time:      6018 |     232716 |                                                   torch.distributed.tensor._ops._conv_ops
import time:      1122 |       1122 |                                                   torch.distributed.tensor._ops._embedding_ops
import time:      9014 |       9014 |                                                   torch.distributed.tensor._ops._math_ops
import time:      2177 |       2177 |                                                     torch.distributed.tensor._ops._einsum_strategy
import time:      2812 |       4988 |                                                   torch.distributed.tensor._ops._matrix_ops
import time:     69789 |      69789 |                                                   torch.distributed.tensor._ops._pointwise_ops
import time:       974 |        974 |                                                   torch.distributed.tensor._ops._random_ops
import time:      3845 |       3845 |                                                   torch.distributed.tensor._ops._tensor_ops
import time:      9674 |       9674 |                                                   torch.distributed.tensor._ops._view_ops
import time:     10967 |     343085 |                                                 torch.distributed.tensor._ops
import time:      1240 |     344324 |                                               torch.distributed.tensor
import time:      1225 |     345548 |                                             torch.distributed.fsdp._shard_utils
import time:      1415 |     409446 |                                           torch.distributed.fsdp._fsdp_extensions
import time:      8210 |     439149 |                                         torch.distributed.fsdp._flat_param
import time:      6443 |       6443 |                                           torch.distributed.fsdp._fully_shard._fsdp_api
import time:      1164 |       1164 |                                                 torch.distributed._composable.contract
import time:      1592 |       2755 |                                               torch.distributed._composable.checkpoint_activation
import time:      1103 |       1103 |                                               torch.distributed._composable.replicate
import time:      1360 |       5217 |                                             torch.distributed._composable
import time:     10376 |      10376 |                                             torch.distributed.fsdp._fully_shard._fsdp_common
import time:      5752 |       5752 |                                                     torch.distributed._symmetric_memory
import time:      6184 |       6184 |                                                     torch.distributed.fsdp._fully_shard._fsdp_param
import time:      5665 |      17600 |                                                   torch.distributed.fsdp._fully_shard._fsdp_collectives
import time:      4412 |      22011 |                                                 torch.distributed.fsdp._fully_shard._fsdp_param_group
import time:      2660 |      24671 |                                               torch.distributed.fsdp._fully_shard._fsdp_state
import time:      2142 |      26812 |                                             torch.distributed.fsdp._fully_shard._fsdp_init
import time:      3194 |      45598 |                                           torch.distributed.fsdp._fully_shard._fully_shard
import time:      2195 |      54235 |                                         torch.distributed.fsdp._fully_shard
import time:       754 |        754 |                                           torch.distributed.fsdp._traversal_utils
import time:       798 |        798 |                                             torch.distributed.algorithms._comm_hooks.default_hooks
import time:       844 |       1641 |                                           torch.distributed.algorithms._comm_hooks
import time:       539 |        539 |                                           torch.distributed.fsdp._dynamo_utils
import time:      2559 |       2559 |                                             torch.distributed.fsdp._exec_order_utils
import time:       585 |        585 |                                             torch.distributed.fsdp._limiter_utils
import time:      1389 |       1389 |                                             torch.distributed.fsdp.wrap
import time:      1560 |       1560 |                                                   torch.distributed.tensor.parallel.style
import time:      1670 |       3229 |                                                 torch.distributed.tensor.parallel.api
import time:      1407 |       1407 |                                                 torch.distributed.tensor.parallel.loss
import time:      1637 |       6273 |                                               torch.distributed.tensor.parallel
import time:       513 |        513 |                                               torch.distributed.tensor.parallel._data_parallel_utils
import time:      1387 |       8172 |                                             torch.distributed.tensor.parallel.fsdp
import time:       250 |        250 |                                             torchdistx
import time:      3753 |      16706 |                                           torch.distributed.fsdp._init_utils
import time:      2858 |       2858 |                                           torch.distributed.fsdp._runtime_utils
import time:      1063 |       1063 |                                           torch.distributed.fsdp._wrap_utils
import time:       510 |        510 |                                               torch.cuda._pin_memory_utils
import time:      3212 |       3721 |                                             torch.distributed._state_dict_utils
import time:      1354 |       1354 |                                             torch.distributed.fsdp._debug_utils
import time:      8735 |      13809 |                                           torch.distributed.fsdp._optim_utils
import time:       972 |        972 |                                             torch.distributed.fsdp._unshard_param_utils
import time:      2501 |       3472 |                                           torch.distributed.fsdp._state_dict_utils
import time:     10051 |      50889 |                                         torch.distributed.fsdp.fully_sharded_data_parallel
import time:      5032 |     549304 |                                       torch.distributed.fsdp
import time:       116 |     549419 |                                     torch.distributed.fsdp._fully_shard
import time:     13175 |      13175 |                                     torch._higher_order_ops.triton_kernel_wrap
import time:     24230 |     611786 |                                   torch._dynamo.variables.functions
import time:      2595 |       2595 |                                   torch._dynamo.variables.iter
import time:      9585 |     626997 |                                 torch._dynamo.variables.lists
import time:     12101 |     639098 |                               torch._dynamo.variables.misc
import time:      2702 |       2702 |                                   torch._dynamo.variables.lazy
import time:      3313 |       6014 |                                 torch._dynamo.variables.nn_module
import time:      1803 |       1803 |                                 torch._dynamo.variables.script_object
import time:     43871 |      43871 |                                         torch._functorch._aot_autograd.descriptors
import time:      3939 |       3939 |                                         torch._functorch._aot_autograd.functional_utils
import time:     29410 |      29410 |                                         torch._functorch._aot_autograd.schemas
import time:      2280 |       2280 |                                         torch._functorch._aot_autograd.subclass_utils
import time:      6712 |      86211 |                                       torch._functorch._aot_autograd.collect_metadata_analysis
import time:      3746 |       3746 |                                         torch._decomp.decompositions_for_rng
import time:       808 |        808 |                                         torch._functorch._aot_autograd.logging_utils
import time:      6685 |      11237 |                                       torch._functorch._aot_autograd.graph_capture_wrappers
